[2026-04-30 22:53:49] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-29
正在获取论文...
[arXiv] 2026-04-29 | Large-eddy simulation nets (LESnets) based on physics-informed neural operator for wall-bounded turbulence
[arXiv] 2026-04-29 | On main eigenvalues of zero-divisor graphs of reduced rings
[arXiv] 2026-04-29 | The intrinsic dispersion of elemental abundance ratios in nearby metal-poor halo stars
[arXiv] 2026-04-29 | FunFace: Feature Utility and Norm Estimation for Face Recognition
[arXiv] 2026-04-29 | Multiscale Decomposition Reveals Predictable Interannual Variability and Climate Trends in Antarctic Sea Ice Loss
[arXiv] 2026-04-29 | MappingEvolve: LLM-Driven Code Evolution for Technology Mapping
[arXiv] 2026-04-29 | Median-of-Means for Nash Equilibrium Seeking in Heavy-Tailed Games
[arXiv] 2026-04-29 | MPI Malleability Validation under Replayed Real-World HPC Conditions
[arXiv] 2026-04-29 | Cosmological evolution of fast radio bursts and its rapid decline relative to star formation rate
[arXiv] 2026-04-29 | Advancing multi-site emission control: A physics-informed transfer learning framework with mixture of experts for carbon-pollutant synergy
[arXiv] 2026-04-29 | LLM-Flax : Generalizable Robotic Task Planning via Neuro-Symbolic Approaches with Large Language Models
[arXiv] 2026-04-29 | DenseStep2M: A Scalable, Training-Free Pipeline for Dense Instructional Video Annotation
[arXiv] 2026-04-29 | A simple characterization of single-peaked domains
[arXiv] 2026-04-29 | Reservoir-mediated spin entanglement in the mean-force Gibbs state
[arXiv] 2026-04-29 | Cooperative OFDM-ISAC Networks: Performance Analysis and Resource Allocation
[arXiv] 2026-04-29 | What Drives Contagion? Identifying and Attributing Cross-Border Transmission Mechanisms
[arXiv] 2026-04-29 | Counting own goals: High-level assessment of the economic relationship between the ICT and the Oil and Gas sectors and its environmental implications
[arXiv] 2026-04-29 | Fundamental Physics, Existential Risks and Human Futures
[arXiv] 2026-04-29 | Anomalous, pre-yield grain-boundary sliding in copper revealed with in-situ high-resolution strain mapping
[arXiv] 2026-04-29 | Influence of a graphene substrate on the stabilization of molecular systems with hydrogen bonds
[arXiv] 2026-04-29 | SafeReview: Defending LLM-based Review Systems Against Adversarial Hidden Prompts
[arXiv] 2026-04-29 | HiPAN: Hierarchical Posture-Adaptive Navigation for Quadruped Robots in Unstructured 3D Environments
[arXiv] 2026-04-29 | StarDrinks: An English and Korean Test Set for SLU Evaluation in a Drink Ordering Scenario
[arXiv] 2026-04-29 | Do Larger Models Really Win in Drug Discovery? A Benchmark Assessment of Model Scaling in AI-Driven Molecular Property and Activity Prediction
[arXiv] 2026-04-29 | Understanding DNNs in Feature Interaction Models: A Dimensional Collapse Perspective
[arXiv] 2026-04-29 | Recipes for Calibration Checks in Safety-Critical Applications
[arXiv] 2026-04-29 | Fuelling fusion plasmas with pellets: Can neuromorphic control outperform Sigma-Delta modulation?
[arXiv] 2026-04-29 | Alter-Art: Exploring Embodied Artistic Creation through a Robot Avatar
[arXiv] 2026-04-29 | Solve Crude Oil Scheduling Problems by Using Quantum-Classical Hybrid Algorithms
[arXiv] 2026-04-29 | Marshall meets Bartik: Revisiting the mysteries of the trade
[arXiv] 2026-04-29 | Attribution-Guided Multimodal Deepfake Detection via Cross-Modal Forensic Fingerprints
[arXiv] 2026-04-29 | The Hausdorff dimension of sets containing circles in many directions
[arXiv] 2026-04-29 | Topological Horseshoe Induced by Periodic Switching Between Non-Isochronous Planar Systems
[arXiv] 2026-04-29 | Blend-to-zero operators for smooth transition functions
[arXiv] 2026-04-29 | Geometric-Configuration Modulation: A Novel Free-Space Optical Communication Paradigm for $D/r_{0}\sim 5$ Turbulence Resistance
[arXiv] 2026-04-29 | Exact formula for the 2-marginal second moment function of the multidimensional symmetric Markov random flight
[arXiv] 2026-04-29 | A Theoretical Investigation of the Thermal and Photochemical Mechanisms of Ethylbenzene Dehydrogenation on Rutile TiO$_{2}$(110)
[arXiv] 2026-04-29 | CARD: Non-Uniform Quantization of Visual Semantic Unit for Generative Recommendation
[arXiv] 2026-04-29 | STLGT: A Scalable Trace-Based Linear Graph Transformer for Tail Latency Prediction in Microservices
[arXiv] 2026-04-29 | On the simplicity of de Sitter correlators
[arXiv] 2026-04-29 | Towards Intelligent Computation Offloading in Dynamic Vehicular Networks: A Scalable Multilayer Pipeline
[arXiv] 2026-04-29 | A Comparative study on THz Communication Systems: Photonics versus Electronics Approaches
[arXiv] 2026-04-29 | A 21-24 GHz Low-Phase-Noise mmWave VCO with Third-Harmonic Expansion using a Triple-Coupled Transformer based Tank
[arXiv] 2026-04-29 | Nitrogen-induced ELM suppression and confinement improvement in the EAST tokamak with a full metal wall
[arXiv] 2026-04-29 | Energy stable auxiliary variable method for Cahn--Hilliard equations
[arXiv] 2026-04-29 | Existence and Constructions of Strict Function-Correcting Codes with Data Protection
[arXiv] 2026-04-29 | Comparison of Silvaco and Synopsys TCAD Predictions Including the Perugia Radiation Damage Model in Silicon Pixel Detectors for the HL-LHC
[arXiv] 2026-04-29 | Topology-Aware Representation Alignment for Semi-Supervised Vision-Language Learning
[arXiv] 2026-04-29 | Automaton-based Characterisations of First Order Logic over Infinite Trees
[arXiv] 2026-04-29 | ACPO: Anchor-Constrained Perceptual Optimization for Diffusion Models with No-Reference Quality Guidance
[arXiv] 2026-04-29 | Taking a Bite Out of the Forbidden Fruit: Characterizing Third-Party Iranian iOS App Stores
[arXiv] 2026-04-29 | A Systematic Comparison of Prompting and Multi-Agent Methods for LLM-based Stance Detection
[arXiv] 2026-04-29 | Point Cloud Registration via Probabilistic Self-Update Local Correspondence and Line Vector Sets
[arXiv] 2026-04-29 | Towards a Frugal Photosynthesis Sensing Toolkit for Data-Driven Plant Science Education and Exploration
[arXiv] 2026-04-29 | SPG-Codec: Exploring the Role and Boundaries of Semantic Priors in Ultra-Low-Bitrate Neural Speech Coding
[arXiv] 2026-04-29 | Prediction of Celestial Pole Offsets Based on Sliding Window and Bivariate Least Squares Fitting
[arXiv] 2026-04-29 | CheXthought: A global multimodal dataset of clinical chain-of-thought reasoning and visual attention for chest X-ray interpretation
[arXiv] 2026-04-29 | Event-based Liveness Detection using Temporal Ocular Dynamics: An Exploratory Approach
